"Time (s) good cart run #1","Position (m) good cart run #1","Velocity (m/s) good cart run #1","Acceleration (m/s²) good cart run #1","Time (s) bad cart plunger run #2","Position (m) bad cart plunger run #2","Velocity (m/s) bad cart plunger run #2","Acceleration (m/s²) bad cart plunger run #2","Time (s) bad cart magnetic run #3","Position (m) bad cart magnetic run #3","Velocity (m/s) bad cart magnetic run #3","Acceleration (m/s²) bad cart magnetic run #3","Time (s) good cart run #4","Position (m) good cart run #4","Velocity (m/s) good cart run #4","Acceleration (m/s²) good cart run #4","Time (s) good cart Run #5","Position (m) good cart Run #5","Velocity (m/s) good cart Run #5","Acceleration (m/s²) good cart Run #5","Time (s) good cart sail Run #6","Position (m) good cart sail Run #6","Velocity (m/s) good cart sail Run #6","Acceleration (m/s²) good cart sail Run #6","Time (s) stationary test run #7","Position (m) stationary test run #7","Velocity (m/s) stationary test run #7","Acceleration (m/s²) stationary test run #7","Time (s) stationary test run #8","Position (m) stationary test run #8","Velocity (m/s) stationary test run #8","Acceleration (m/s²) stationary test run #8","Time (s) stationary test run #9","Position (m) stationary test run #9","Velocity (m/s) stationary test run #9","Acceleration (m/s²) stationary test run #9","Time (s) stationary test run #10","Position (m) stationary test run #10","Velocity (m/s) stationary test run #10","Acceleration (m/s²) stationary test run #10","Time (s) stationary test run #11","Position (m) stationary test run #11","Velocity (m/s) stationary test run #11","Acceleration (m/s²) stationary test run #11","Time (s) goodd cart run #12","Position (m) goodd cart run #12","Velocity (m/s) goodd cart run #12","Acceleration (m/s²) goodd cart run #12"
4.520,0.75,0.06,0.32,4.520,0.93,0.16,0.26,4.520,0.82,0.09,-0.10,4.520,0.78,0.84,7.52,4.520,0.78,0.20,5.05,4.520,1.00,-0.14,-0.79,4.520,1.12,0.00,0.00,4.520,0.45,0.00,0.00,4.520,1.08,0.00,0.02,4.520,0.62,-5.17E-4,0.24,4.520,0.89,-7.45E-4,0.11,4.520,0.93,0.24,0.22
4.530,0.75,0.06,0.13,4.530,0.93,0.16,0.16,4.530,0.82,0.08,0.57,4.530,0.81,0.79,-16.07,4.530,0.78,0.15,13.95,4.530,0.99,-0.16,0.20,4.530,1.12,0.00,0.00,4.530,0.45,0.00,0.00,4.530,1.08,-9.00E-4,0.11,4.530,0.62,0.00,0.26,4.530,0.89,0.00,0.06,4.530,0.93,0.24,0.52
4.540,0.75,0.06,0.15,4.540,0.93,0.16,0.07,4.540,0.82,0.10,1.12,4.540,0.80,0.37,-25.03,4.540,0.78,0.42,17.89,4.540,0.99,-0.14,1.06,4.540,1.12,0.00,-0.02,4.540,0.45,0.00,0.00,4.540,1.08,0.00,0.24,4.540,0.62,0.01,0.13,4.540,0.89,0.00,-0.02,4.540,0.93,0.25,0.49
4.550,0.75,0.06,0.36,4.550,0.93,0.16,0.14,4.550,0.82,0.11,1.14,4.550,0.81,0.06,-17.75,4.550,0.78,0.75,8.06,4.550,0.99,-0.12,0.95,4.550,1.12,0.00,0.02,4.550,0.45,0.00,0.00,4.550,1.08,0.00,0.30,4.550,0.62,0.01,-0.08,4.550,0.89,-7.46E-4,0.08,4.550,0.93,0.25,0.55
4.560,0.75,0.07,0.49,4.560,0.93,0.16,0.36,4.560,0.82,0.12,0.52,4.560,0.81,0.06,-6.09,4.560,0.80,0.68,-13.48,4.560,0.99,-0.12,0.36,4.560,1.12,-9.30E-4,0.14,4.560,0.45,0.00,0.00,4.560,1.08,0.01,0.12,4.560,0.62,0.00,-0.20,4.560,0.89,0.00,0.18,4.560,0.94,0.25,1.01
4.570,0.75,0.07,0.45,4.570,0.94,0.17,0.50,4.570,0.82,0.12,0.02,4.570,0.81,0.03,-2.42,4.570,0.81,0.37,-22.90,4.570,0.99,-0.12,0.20,4.570,1.12,0.00,0.21,4.570,0.45,0.00,0.00,4.570,1.08,0.01,-0.15,4.570,0.62,0.00,-0.16,4.570,0.89,0.01,0.02,4.570,0.94,0.27,1.51
4.580,0.75,0.08,0.34,4.580,0.94,0.17,0.43,4.580,0.83,0.12,0.07,4.580,0.81,0.03,-3.20,4.580,0.80,-0.02,-15.94,4.580,0.99,-0.12,0.33,4.580,1.12,0.01,0.01,4.580,0.45,0.00,0.01,4.580,1.08,0.00,-0.35,4.580,0.62,0.00,-0.06,4.580,0.89,0.00,-0.11,4.580,0.94,0.29,1.35
4.590,0.76,0.08,0.30,4.590,0.94,0.18,0.23,4.590,0.83,0.12,0.43,4.590,0.81,-0.06,-3.01,4.590,0.80,0.07,-6.47,4.590,0.99,-0.11,0.56,4.590,1.12,0.00,-0.27,4.590,0.45,0.00,-0.04,4.590,1.08,9.01E-4,-0.35,4.590,0.62,0.00,0.00,4.590,0.89,-7.46E-4,-0.06,4.590,0.95,0.31,0.47
4.600,0.76,0.08,0.24,4.600,0.94,0.18,0.05,4.600,0.83,0.13,0.49,4.600,0.81,-0.05,0.35,4.600,0.80,0.03,-2.31,4.600,0.98,-0.11,0.66,4.600,1.12,0.00,-0.24,4.600,0.45,3.73E-4,-0.10,4.600,1.08,0.00,-0.17,4.600,0.62,0.00,0.00,4.600,0.89,0.00,0.02,4.600,0.95,0.30,-0.03
4.610,0.76,0.09,0.20,4.610,0.94,0.18,0.02,4.610,0.83,0.14,0.20,4.610,0.81,-0.07,5.10,4.610,0.81,-0.06,-1.17,4.610,0.98,-0.10,0.51,4.610,1.12,0.00,0.13,4.610,0.45,0.00,-0.07,4.610,1.08,0.00,0.08,4.610,0.62,0.00,-0.01,4.610,0.89,0.00,-0.07,4.610,0.95,0.29,0.27
4.620,0.76,0.08,0.38,4.620,0.94,0.18,0.10,4.620,0.83,0.13,0.10,4.620,0.81,0.07,5.72,4.620,0.80,-0.03,3.78,4.620,0.98,-0.09,0.36,4.620,1.12,0.00,0.28,4.620,0.45,0.00,0.08,4.620,1.08,0.00,0.36,4.620,0.62,0.00,0.04,4.620,0.89,7.46E-4,-0.23,4.620,0.95,0.30,0.64
4.630,0.76,0.09,0.66,4.630,0.95,0.18,0.25,4.630,0.83,0.13,0.30,4.630,0.80,0.13,2.39,4.630,0.80,0.05,5.33,4.630,0.98,-0.09,0.46,4.630,1.12,0.01,-0.03,4.630,0.45,-3.73E-4,0.20,4.630,1.08,0.00,0.34,4.630,0.62,-5.17E-4,0.10,4.630,0.89,0.00,-0.10,4.630,0.96,0.32,0.45
4.640,0.76,0.10,0.76,4.640,0.95,0.18,0.42,4.640,0.83,0.14,0.49,4.640,0.81,0.09,-2.37,4.640,0.80,0.14,2.80,4.640,0.98,-0.09,0.63,4.640,1.12,0.00,-0.35,4.640,0.45,0.00,0.11,4.640,1.08,0.01,-0.02,4.640,0.62,0.00,0.07,4.640,0.89,0.00,0.14,4.640,0.96,0.31,0.00
4.650,0.76,0.11,0.56,4.650,0.95,0.19,0.50,4.650,0.83,0.15,0.44,4.650,0.81,0.05,-2.01,4.650,0.81,0.09,-0.59,4.650,0.98,-0.07,0.28,4.650,1.12,-0.01,-0.20,4.650,0.45,0.00,-0.04,4.650,1.08,0.00,-0.36,4.650,0.62,0.00,-0.08,4.650,0.89,0.00,0.19,4.650,0.96,0.31,-0.35
4.660,0.76,0.11,0.38,4.660,0.95,0.19,0.43,4.660,0.84,0.15,0.38,4.660,0.81,0.01,1.54,4.660,0.81,0.10,-1.10,4.660,0.98,-0.07,-0.38,4.660,1.12,0.00,0.22,4.660,0.45,0.00,-0.10,4.660,1.08,0.00,-0.33,4.660,0.62,5.17E-4,-0.21,4.660,0.89,0.00,-0.01,4.660,0.97,0.31,-0.63
4.670,0.76,0.11,0.39,4.670,0.95,0.20,0.22,4.670,0.84,0.15,0.37,4.670,0.81,0.09,4.06,4.670,0.81,0.06,0.57,4.670,0.98,-0.09,-0.37,4.670,1.12,0.00,0.35,4.670,0.45,0.00,-0.05,4.670,1.08,0.00,-0.01,4.670,0.62,0.00,-0.12,4.670,0.89,7.46E-4,-0.20,4.670,0.97,0.30,-1.00
4.680,0.76,0.12,0.34,4.680,0.96,0.20,0.08,4.680,0.84,0.16,0.42,4.680,0.81,0.14,4.16,4.680,0.81,0.11,1.17,4.680,0.98,-0.09,0.33,4.680,1.12,0.01,0.14,4.680,0.45,0.00,0.00,4.680,1.08,-9.01E-4,0.25,4.680,0.62,0.00,0.04,4.680,0.89,0.00,-0.16,4.680,0.97,0.29,-1.10
4.690,0.77,0.12,0.26,4.690,0.96,0.20,0.12,4.690,0.84,0.16,0.47,4.690,0.81,0.16,2.63,4.690,0.81,0.12,0.93,4.690,0.98,-0.08,0.85,4.690,1.12,0.00,-0.05,4.690,0.45,0.00,0.00,4.690,1.08,0.00,0.25,4.690,0.62,0.00,0.10,4.690,0.89,0.00,-0.10,4.690,0.97,0.27,-0.79
4.700,0.77,0.12,0.36,4.700,0.96,0.20,0.24,4.700,0.84,0.16,0.51,4.700,0.81,0.19,1.67,4.700,0.81,0.11,0.12,4.700,0.98,-0.07,0.57,4.700,1.12,0.00,-0.06,4.700,0.45,0.00,0.00,4.700,1.08,0.01,0.06,4.700,0.62,0.00,0.06,4.700,0.89,0.00,-0.11,4.700,0.98,0.27,-0.36
4.710,0.77,0.13,0.52,4.710,0.96,0.20,0.25,4.710,0.84,0.17,0.58,4.710,0.82,0.20,0.18,4.710,0.81,0.11,0.86,4.710,0.98,-0.07,0.10,4.710,1.12,0.00,-0.02,4.710,0.45,0.00,0.00,4.710,1.08,0.00,-0.19,4.710,0.62,0.00,0.00,4.710,0.89,-0.01,-0.09,4.710,0.98,0.27,0.10
4.720,0.77,0.14,0.36,4.720,0.96,0.21,0.19,4.720,0.85,0.18,0.56,4.720,0.82,0.20,-1.20,4.720,0.81,0.12,1.71,4.720,0.97,-0.07,0.18,4.720,1.12,0.00,0.02,4.720,0.45,0.00,0.00,4.720,1.08,9.01E-4,-0.24,4.720,0.62,0.00,0.00,4.720,0.89,-0.01,0.07,4.720,0.98,0.27,0.46
4.730,0.77,0.14,-0.04,4.730,0.97,0.21,0.18,4.730,0.85,0.18,0.44,4.730,0.82,0.16,-0.72,4.730,0.81,0.16,1.50,4.730,0.97,-0.07,0.64,4.730,1.12,0.00,0.14,4.730,0.45,0.00,0.00,4.730,1.08,0.00,-0.08,4.730,0.62,0.00,0.00,4.730,0.89,0.00,0.20,4.730,0.99,0.28,0.72
4.740,0.77,0.13,-0.18,4.740,0.97,0.21,0.23,4.740,0.85,0.19,0.19,4.740,0.82,0.16,1.69,4.740,0.81,0.17,0.32,4.740,0.97,-0.05,0.87,4.740,1.12,0.00,0.17,4.740,0.45,0.00,0.00,4.740,1.08,0.00,0.05,4.740,0.62,0.00,0.00,4.740,0.89,0.00,0.18,4.740,0.99,0.29,0.91
4.750,0.77,0.13,0.22,4.750,0.97,0.21,0.29,4.750,0.85,0.19,-0.05,4.750,0.82,0.20,3.62,4.750,0.82,0.16,-0.56,4.750,0.97,-0.04,0.50,4.750,1.12,0.01,0.09,4.750,0.45,0.00,0.00,4.750,1.08,0.00,0.09,4.750,0.62,0.00,0.00,4.750,0.89,0.00,0.04,4.750,0.99,0.29,0.89
4.760,0.77,0.13,0.62,4.760,0.97,0.21,0.29,4.760,0.85,0.18,-0.08,4.760,0.83,0.26,2.65,4.760,0.82,0.14,-0.71,4.760,0.97,-0.04,-0.03,4.760,1.12,0.01,-0.08,4.760,0.45,0.00,0.00,4.760,1.08,0.00,-0.07,4.760,0.62,0.00,0.00,4.760,0.89,7.46E-4,-0.13,4.760,0.99,0.31,0.88
4.770,0.78,0.15,0.48,4.770,0.97,0.22,0.29,4.770,0.86,0.18,0.07,4.770,0.83,0.27,0.44,4.770,0.82,0.15,-1.56,4.770,0.97,-0.05,-0.18,4.770,1.12,0.01,-0.16,4.770,0.45,0.00,0.00,4.770,1.08,0.00,-0.21,4.770,0.62,0.00,0.00,4.770,0.89,0.00,-0.22,4.770,1.00,0.31,1.12
4.780,0.78,0.15,-0.02,4.780,0.98,0.22,0.29,4.780,0.86,0.19,0.19,4.780,0.83,0.25,-0.56,4.780,0.82,0.13,-1.91,4.780,0.97,-0.05,0.12,4.780,1.12,0.00,-0.13,4.780,0.45,0.00,0.00,4.780,1.08,-0.01,-0.20,4.780,0.62,0.00,0.01,4.780,0.89,-0.01,-0.13,4.780,1.00,0.32,1.47
4.790,0.78,0.14,-0.32,4.790,0.98,0.22,0.30,4.790,0.86,0.19,0.18,4.790,0.83,0.25,0.18,4.790,0.82,0.07,0.99,4.790,0.97,-0.04,0.42,4.790,1.12,0.00,-0.05,4.790,0.45,0.00,0.00,4.790,1.08,-0.01,0.00,4.790,0.62,0.00,-0.04,4.790,0.89,-0.01,0.04,4.790,1.00,0.35,1.48
4.800,0.78,0.14,0.19,4.800,0.98,0.23,0.27,4.800,0.86,0.19,0.20,4.800,0.84,0.26,1.02,4.800,0.82,0.11,6.35,4.800,0.97,-0.04,0.45,4.800,1.12,0.00,0.14,4.800,0.45,0.00,0.00,4.800,1.08,0.00,0.22,4.800,0.62,5.17E-4,-0.10,4.800,0.89,0.00,0.10,4.800,1.01,0.36,0.79
4.810,0.78,0.14,1.14,4.810,0.98,0.23,0.16,4.810,0.86,0.19,0.32,4.810,0.84,0.27,0.78,4.810,0.82,0.24,8.13,4.810,0.97,-0.04,0.52,4.810,1.12,0.00,0.19,4.810,0.45,0.00,0.00,4.810,1.08,0.00,0.14,4.810,0.62,0.00,-0.10,4.810,0.89,0.00,0.08,4.810,1.01,0.36,0.06
4.820,0.78,0.16,1.77,4.820,0.99,0.23,0.07,4.820,0.86,0.20,0.57,4.820,0.84,0.28,0.21,4.820,0.83,0.35,3.68,4.820,0.97,-0.03,0.76,4.820,1.12,0.01,0.06,4.820,0.45,0.00,0.00,4.820,1.08,9.01E-4,-0.03,4.820,0.62,0.00,-0.06,4.820,0.89,0.00,0.14,4.820,1.01,0.35,-0.06
4.830,0.78,0.19,1.46,4.830,0.99,0.23,0.15,4.830,0.87,0.20,0.81,4.830,0.84,0.27,0.02,4.830,0.83,0.32,-1.64,4.830,0.97,-0.02,0.86,4.830,1.12,0.01,-0.18,4.830,0.45,0.00,0.00,4.830,1.08,0.00,-0.11,4.830,0.62,0.00,-0.01,4.830,0.89,-7.45E-4,0.19,4.830,1.02,0.36,0.21
4.840,0.79,0.20,0.43,4.840,0.99,0.23,0.33,4.840,0.87,0.21,0.87,4.840,0.85,0.27,0.32,4.840,0.83,0.25,-2.86,4.840,0.97,-0.01,0.52,4.840,1.12,0.00,-0.27,4.840,0.45,0.00,0.00,4.840,1.08,0.00,-0.09,4.840,0.62,0.00,0.03,4.840,0.89,0.00,0.00,4.840,1.02,0.36,0.26
4.850,0.79,0.19,-0.38,4.850,0.99,0.24,0.36,4.850,0.87,0.22,0.66,4.850,0.85,0.28,0.61,4.850,0.84,0.24,-0.38,4.850,0.97,-0.01,0.10,4.850,1.12,0.00,-0.17,4.850,0.45,0.00,0.00,4.850,1.08,0.00,0.07,4.850,0.62,0.00,0.14,4.850,0.89,0.00,-0.25,4.850,1.03,0.37,-0.12
4.860,0.79,0.18,-0.31,4.860,0.99,0.24,0.25,4.860,0.87,0.23,0.27,4.860,0.85,0.29,0.67,4.860,0.84,0.25,1.88,4.860,0.97,-0.01,0.04,4.860,1.12,0.00,-0.06,4.860,0.45,0.00,0.00,4.860,1.08,0.00,0.22,4.860,0.62,-5.17E-4,0.17,4.860,0.89,-0.01,-0.25,4.860,1.03,0.36,-0.59
4.870,0.79,0.18,0.47,4.870,1.00,0.24,0.18,4.870,0.88,0.23,0.11,4.870,0.86,0.29,0.72,4.870,0.84,0.29,1.93,4.870,0.97,-0.01,0.27,4.870,1.12,0.00,0.00,4.870,0.45,0.00,0.00,4.870,1.08,0.00,0.17,4.870,0.62,0.00,0.02,4.870,0.89,-0.01,0.01,4.870,1.03,0.35,-0.77
4.880,0.79,0.19,1.11,4.880,1.00,0.24,0.22,4.880,0.88,0.23,0.06,4.880,0.86,0.30,0.60,4.880,0.84,0.31,0.27,4.880,0.97,0.00,0.37,4.880,1.12,0.00,0.00,4.880,0.45,0.00,0.00,4.880,1.08,0.00,-0.10,4.880,0.62,5.17E-4,-0.12,4.880,0.89,0.00,0.20,4.880,1.04,0.34,-0.60
4.890,0.80,0.21,0.85,4.890,1.00,0.25,0.29,4.890,0.88,0.23,-1.78E-4,4.890,0.86,0.31,0.08,4.890,0.85,0.30,-1.67,4.890,0.97,0.00,0.22,4.890,1.12,0.00,0.00,4.890,0.45,0.00,0.00,4.890,1.08,0.00,-0.33,4.890,0.62,0.00,0.02,4.890,0.89,0.00,0.18,4.890,1.04,0.34,-0.26
4.900,0.80,0.22,-0.57,4.900,1.00,0.25,0.29,4.900,0.88,0.23,-0.01,4.900,0.87,0.31,-0.40,4.900,0.85,0.26,-1.59,4.900,0.97,0.00,0.06,4.900,1.12,0.00,0.02,4.900,0.45,0.00,0.00,4.900,1.08,-0.01,-0.20,4.900,0.62,0.00,0.22,4.900,0.89,0.00,0.04,4.900,1.04,0.34,-0.16
4.910,0.80,0.21,-2.04,4.910,1.01,0.25,0.30,4.910,0.88,0.23,0.04,4.910,0.87,0.29,-0.24,4.910,0.85,0.24,0.27,4.910,0.97,-8.08E-4,0.16,4.910,1.12,0.00,-0.02,4.910,0.45,0.00,0.00,4.910,1.08,-0.01,0.03,4.910,0.62,0.01,0.10,4.910,0.89,7.45E-4,-0.14,4.910,1.05,0.34,-0.86
4.920,0.80,0.17,-2.58,4.920,1.01,0.25,0.27,4.920,0.89,0.23,0.11,4.920,0.87,0.29,0.40,4.920,0.86,0.27,1.28,4.920,0.97,4.43E-4,0.49,4.920,1.12,9.31E-4,-0.13,4.920,0.45,0.00,0.00,4.920,1.08,0.00,0.10,4.920,0.62,0.00,-0.23,4.920,0.89,0.00,-0.18,4.920,1.05,0.33,-1.93
4.930,0.80,0.14,-1.66,4.930,1.01,0.26,0.16,4.930,0.89,0.23,0.05,4.930,0.87,0.31,0.81,4.930,0.86,0.30,0.52,4.930,0.97,0.01,0.72,4.930,1.12,0.00,-0.22,4.930,0.45,0.00,0.00,4.930,1.08,0.00,0.10,4.930,0.62,0.00,-0.33,4.930,0.89,-0.01,-0.04,4.930,1.05,0.29,-2.09
4.940,0.80,0.13,0.06,4.940,1.01,0.26,0.07,4.940,0.89,0.23,0.02,4.940,0.88,0.32,0.66,4.940,0.86,0.28,-0.36,4.940,0.97,0.02,0.57,4.940,1.12,-0.01,-0.14,4.940,0.45,0.00,0.00,4.940,1.08,0.00,0.10,4.940,0.62,-0.01,-0.08,4.940,0.89,0.00,0.16,4.940,1.06,0.27,-0.67
4.950,0.81,0.14,1.22,4.950,1.02,0.26,0.13,4.950,0.89,0.23,0.11,4.950,0.88,0.32,0.27,4.950,0.86,0.27,0.30,4.950,0.97,0.02,0.17,4.950,1.12,-0.01,0.05,4.950,0.45,0.00,0.00,4.950,1.08,0.00,0.11,4.950,0.62,0.00,0.14,4.950,0.89,-5.55E-15,0.12,4.950,1.06,0.28,1.52
4.960,0.81,0.17,1.45,4.960,1.02,0.26,0.35,4.960,0.90,0.23,0.25,4.960,0.88,0.32,0.07,4.960,0.87,0.28,1.28,4.960,0.97,0.02,-0.01,4.960,1.12,0.00,0.08,4.960,0.45,0.00,0.00,4.960,1.08,0.00,0.06,4.960,0.62,0.00,0.16,4.960,0.89,7.45E-4,-0.01,4.960,1.06,0.31,2.72
4.970,0.81,0.18,0.91,4.970,1.02,0.26,0.51,4.970,0.90,0.23,0.42,4.970,0.89,0.32,0.10,4.970,0.87,0.31,1.00,4.970,0.97,0.02,0.18,4.970,1.12,0.00,-0.05,4.970,0.45,0.00,0.00,4.970,1.08,0.00,0.02,4.970,0.62,0.00,0.06,4.970,0.89,0.00,0.02,4.970,1.06,0.34,2.44
4.980,0.81,0.18,0.65,4.980,1.02,0.27,0.44,4.980,0.90,0.24,0.50,4.980,0.89,0.32,0.41,4.980,0.87,0.31,0.30,4.980,0.97,0.02,0.43,4.980,1.12,-0.01,-0.08,4.980,0.45,0.00,0.00,4.980,1.08,0.00,-0.02,4.980,0.62,0.00,0.00,4.980,0.89,-7.45E-4,0.16,4.980,1.07,0.36,1.30
4.990,0.81,0.18,0.61,4.990,1.03,0.27,0.23,4.990,0.90,0.25,0.43,4.990,0.89,0.33,0.89,4.990,0.88,0.30,0.20,4.990,0.97,0.03,0.44,4.990,1.12,-0.01,0.05,4.990,0.45,0.00,0.00,4.990,1.08,9.00E-4,-0.13,4.990,0.62,0.00,0.00,4.990,0.89,0.00,0.13,4.990,1.07,0.37,0.14
5.000,0.82,0.20,0.15,5.000,1.03,0.27,0.05,5.000,0.91,0.25,0.20,5.000,0.90,0.34,1.23,5.000,0.88,0.31,0.41,5.000,0.97,0.03,0.37,5.000,1.12,0.00,0.08,5.000,0.45,0.00,0.01,5.000,1.08,0.00,-0.22,5.000,0.62,0.00,0.00,5.000,0.89,0.00,-0.05,5.000,1.08,0.36,-0.34
5.010,0.82,0.20,-1.09,5.010,1.03,0.27,0.00,5.010,0.91,0.25,0.10,5.010,0.90,0.36,1.17,5.010,0.88,0.32,0.21,5.010,0.97,0.04,0.43,5.010,1.12,0.00,-0.05,5.010,0.45,0.00,-0.04,5.010,1.08,-0.01,-0.16,5.010,0.62,0.00,0.00,5.010,0.89,0.00,-0.07,5.010,1.08,0.35,-0.07
5.020,0.82,0.18,-1.77,5.020,1.04,0.27,0.13,5.020,0.91,0.25,0.24,5.020,0.90,0.37,0.68,5.020,0.89,0.31,0.35,5.020,0.97,0.04,0.48,5.020,1.12,-0.01,-0.08,5.020,0.45,3.73E-4,-0.10,5.020,1.08,-0.01,0.07,5.020,0.62,0.00,0.00,5.020,0.89,-7.45E-4,0.04,5.020,1.08,0.36,0.61
5.030,0.82,0.14,-0.34,5.030,1.04,0.28,0.37,5.030,0.91,0.25,0.48,5.030,0.91,0.37,0.14,5.030,0.89,0.31,1.32,5.030,0.97,0.05,0.27,5.030,1.12,-0.01,0.05,5.030,0.45,0.00,-0.06,5.030,1.08,0.00,0.21,5.030,0.62,0.00,0.00,5.030,0.89,0.00,0.12,5.030,1.09,0.37,0.86
5.040,0.82,0.15,2.42,5.040,1.04,0.28,0.49,5.040,0.92,0.26,0.53,5.040,0.91,0.37,0.03,5.040,0.89,0.34,2.05,5.040,0.97,0.05,0.05,5.040,1.12,0.00,0.08,5.040,0.45,0.00,0.04,5.040,1.08,0.00,0.17,5.040,0.62,0.00,0.00,5.040,0.89,0.00,0.02,5.040,1.09,0.38,0.26
5.050,0.82,0.20,4.05,5.050,1.04,0.29,0.31,5.050,0.92,0.27,0.32,5.050,0.91,0.36,0.48,5.050,0.90,0.37,1.44,5.050,0.97,0.04,0.33,5.050,1.12,0.00,-0.05,5.050,0.45,0.00,0.11,5.050,1.08,0.00,0.06,5.050,0.62,0.00,0.00,5.050,0.89,0.00,-0.10,5.050,1.09,0.38,-0.62
5.060,0.83,0.26,2.78,5.060,1.05,0.29,-6.35E-4,5.060,0.92,0.27,0.14,5.060,0.92,0.37,1.01,5.060,0.90,0.38,0.05,5.060,0.97,0.05,0.99,5.060,1.12,-0.01,-0.08,5.060,0.45,0.00,0.01,5.060,1.08,0.00,0.00,5.060,0.62,0.00,0.00,5.060,0.89,0.00,-0.12,5.060,1.10,0.36,-0.83
5.070,0.83,0.27,0.66,5.070,1.05,0.29,-0.07,5.070,0.92,0.27,0.10,5.070,0.92,0.39,0.79,5.070,0.90,0.37,-0.43,5.070,0.97,0.07,1.21,5.070,1.12,-0.01,0.05,5.070,0.45,3.73E-4,-0.06,5.070,1.08,0.00,0.00,5.070,0.62,0.00,0.00,5.070,0.89,0.00,-0.04,5.070,1.10,0.35,-0.10
5.080,0.83,0.25,-0.33,5.080,1.05,0.28,0.19,5.080,0.93,0.27,0.26,5.080,0.93,0.40,-0.31,5.080,0.91,0.35,0.48,5.080,0.97,0.08,0.63,5.080,1.12,0.00,0.08,5.080,0.45,0.00,0.04,5.080,1.08,0.00,0.00,5.080,0.62,0.00,0.00,5.080,0.89,-7.45E-4,0.13,5.080,1.10,0.36,0.65
5.090,0.83,0.25,-0.13,5.090,1.06,0.29,0.41,5.090,0.93,0.27,0.38,5.090,0.93,0.39,-1.20,5.090,0.91,0.37,1.71,5.090,0.98,0.08,-0.05,5.090,1.12,0.00,-0.05,5.090,0.45,-3.73E-4,0.15,5.090,1.08,0.00,0.00,5.090,0.62,0.00,0.00,5.090,0.89,0.00,0.23,5.090,1.11,0.38,0.48
5.100,0.84,0.26,0.04,5.100,1.06,0.30,0.31,5.100,0.93,0.28,0.39,5.100,0.93,0.36,-0.97,5.100,0.91,0.40,1.73,5.100,0.98,0.07,-0.12,5.100,1.12,-0.01,-0.09,5.100,0.45,0.00,0.12,5.100,1.08,0.00,0.00,5.100,0.62,0.00,0.00,5.100,0.89,0.01,0.11,5.100,1.11,0.38,-0.63
5.110,0.84,0.26,-0.05,5.110,1.06,0.30,0.16,5.110,0.93,0.28,0.35,5.110,0.94,0.36,0.07,5.110,0.92,0.42,0.06,5.110,0.98,0.08,0.19,5.110,1.12,-0.01,0.08,5.110,0.45,0.00,-0.09,5.110,1.08,0.00,0.00,5.110,0.62,0.00,0.00,5.110,0.89,0.01,-0.18,5.110,1.12,0.36,-1.78
5.120,0.84,0.25,0.59,5.120,1.06,0.30,0.26,5.120,0.94,0.28,0.29,5.120,0.94,0.37,0.83,5.120,0.92,0.41,-1.95,5.120,0.98,0.08,0.25,5.120,1.12,0.00,0.19,5.120,0.45,3.73E-4,-0.16,5.120,1.08,0.00,0.02,5.120,0.62,0.00,0.00,5.120,0.89,7.45E-4,-0.29,5.120,1.12,0.33,-1.92
5.130,0.84,0.26,1.14,5.130,1.07,0.30,0.41,5.130,0.94,0.29,0.29,5.130,0.94,0.38,0.97,5.130,0.93,0.37,-2.74,5.130,0.98,0.08,-1.78E-4,5.130,1.12,9.30E-4,0.05,5.130,0.45,0.00,-0.02,5.130,1.08,0.00,-0.03,5.130,0.62,0.00,0.00,5.130,0.89,0.00,-0.10,5.130,1.12,0.31,-1.16
5.140,0.85,0.29,0.65,5.140,1.07,0.31,0.33,5.140,0.94,0.29,0.29,5.140,0.95,0.39,0.97,5.140,0.93,0.34,-1.80,5.140,0.98,0.08,-0.07,5.140,1.12,0.00,-0.16,5.140,0.45,-3.73E-4,0.15,5.140,1.08,9.00E-4,-0.10,5.140,0.62,0.00,0.00,5.140,0.89,-7.45E-4,0.16,5.140,1.13,0.31,-0.43
5.150,0.85,0.28,-0.47,5.150,1.07,0.31,0.13,5.150,0.95,0.29,0.29,5.150,0.95,0.40,0.83,5.150,0.93,0.33,0.24,5.150,0.98,0.08,0.20,5.150,1.12,-0.01,-0.16,5.150,0.45,0.00,0.12,5.150,1.08,0.00,-0.11,5.150,0.62,0.00,-0.01,5.150,0.89,0.00,0.13,5.150,1.13,0.31,-1.39
5.160,0.85,0.26,-0.73,5.160,1.08,0.31,0.16,5.160,0.95,0.29,0.29,5.160,0.96,0.41,0.21,5.160,0.94,0.34,2.02,5.160,0.98,0.08,0.42,5.160,1.12,-0.01,0.06,5.160,0.45,0.00,-0.08,5.160,1.08,0.00,-0.06,5.160,0.62,0.00,0.04,5.160,0.89,0.00,-0.04,5.160,1.13,0.31,-4.16
5.170,0.86,0.26,0.14,5.170,1.08,0.31,0.30,5.170,0.95,0.30,0.29,5.170,0.96,0.41,-0.40,5.170,0.94,0.38,2.32,5.170,0.98,0.09,0.31,5.170,1.12,0.00,0.19,5.170,0.45,3.73E-4,-0.20,5.170,1.08,0.00,-1.56E-5,5.170,0.62,-5.17E-4,0.10,5.170,0.89,0.00,-0.12,5.170,1.13,0.24,-7.64
